Citeste toti clientii din fisier,2020-04-25 00:30:06.939
Adauga client,2020-04-25 00:30:06.954
Get pensionari,2020-04-25 00:30:06.954
Citeste toti clientii din fisier,2020-04-25 00:31:39.883
Adauga client,2020-04-25 00:31:39.883
Get pensionari,2020-04-25 00:31:39.883
Adauga client,2020-04-25 00:31:39.883
Get studenti,2020-04-25 00:31:39.883
